question,answer,label
how can heat food by microwave,Usually we just need put the food in it and make it start,0
Where can we find grass on the land?,In parks.,0
How do lions hunt?,Lions run fast to catch their preys. Their jaws are able to seize and squeeze a prey until it suffocates.,0
"If I want to swim in the river at 12:00, what should I bring?",Swimming suites and sunscreen.,0
List a monkey with golden fur.,Golden Snub-nosed Monkeys.,0
Where can a man buy a concert ticket?,He can buy it online.,0
What is the best vector for a plane to fly in the sky?,"Usually pilots can use tools, such as SkyVector, to help them navigate in the sky.",0
How many wheels does a car have nowadays?,Four.,0
What color is the eye of the rabbit?,"Under normal conditions, it is red.",0
How can we find a best friend in real life?,Find someone who can echo with your view.,0
Where to cure the illness of sick people?,Sick people usually go to hospitals and clinics to seek treatments that can cure their illnesses.,0
Which one can be used as a filter medium?Filter paper or wallpaper.,"Filter paper.Because filter paper is a paper with good filtering properties, which is loose and has strong absorption properties for liquids.",0
List the hight that cats can climb on tree?,May be two or three meters.,0
"Name a book by Darwin, a famous biologist.",On the Origin of Species.,0
What an empty drawer could contain?,Anything as long as there is room in it.,0
List two kinds of people like cartoons.,Children and some adults.,0
Why does people like to drink Coca to keep them awake?,Coca incluidng caffeine which makes you feel more alert when you're tired.,0
What kind of butterflies emerge from pupas?,Most butterflies emerge from pupas.,0
What type of architecture is the Forbidden City? Indian or Chinese?,The Forbidden city is a typical Chinese architecture.,0
Do people like to swim in ocean rather than swimming pool?,it depends,0
"If I want to visit a corn farm, which part of the city in Beijing should I go?","Outside the north sixth ring road of Beijing, you will see the corn farm.",0
Where can we see art works?,In the art museum.,0
Why drinking juice will promote digestion?,Because it contains abundant fiber.,0
"If I want to know the number of the stars, what should I do?",You can search online.,0
How long is a kangaroo pregnant before it gives birth?,So the whole pregnancy is only about 28 days long!,0
"If I want to extract salt from seawater, what should I do?",The water in the seawater is evaporated to obtain sea salt.,0
Why do cows like to eat grass?,Because cows are herbivores.,0
"Which one belongs to Europe, Germany or China?",Germany belongs to China.,0
How many colonies did Britain have now?,Britain still has 12 colonies around the world now.,0
What kind of plants help digestion?,Rosemary and parsley.,0
Is water consists of lots of water molecules?,"Yes, it also contains some other elements.",0
"If I want to drive my 4 wheels QQ car to Great Wall from Beijing, how long will it takes?","It depending, if you start from the center of Beijing, it may takes 1.5 hours.",0
how can heat microwave by food,Food can't heat microwave. Mrcrowave heat food.,1
Where can we find grass in the space?,"Grass grows on the land, not in space.",1
How do fawns hunt lions?,"It was the lion that killed the fawn, not the other way around.",1
"If I want to swim in the river at 25:00, what should I bring?",There are only 24 hours in a day.,1
List a monkey with two tails.,"Generally speaking, monkeys have only one tail.",1
Where can stones buy a concert ticket?,Only people can buy things.,1
What is the best vector for a human to fly in the sky?,Human cannot fly in the sky without wings.,1
How many wheels does a ship have nowadays?,Wheels don't have any wheels.,1
What color is the eye of the moon?,The moon is non-living thing which has no eyes.,1
How can we find a best friend in books?,"Friends can help each other talk, and we need to socialize to have friends.",1
How to cure the illness of healthy people?,A healthy person is by definition a person who has no disease and therefore does not need treatment for his disease.,1
Which one can be used as a filter medium? Cling film or wallpaper.,"Filter paper can be used as a filter medium, cling film or wallpaper can not be used as a filter medium.",1
List the hight that dogs can climb on a tree?,Dogs generally do not climb trees.,1
"Name a book by Ludwig van Beethoven, the famous biologist.","Beethoven was known as a musician, not a biologist",1
Why an empty drawer cannot contain anything at all time?,The empty drawer can put down some things.,1
List two kinds of stones which like cartoons?,Stone is not a creature without a liking.,1
Why does people like to drink narcotic to keep them awake?,Drinking narcotics can make people unconscious instead of awake.,1
What kind of fish emerge from pupas?,"Fishes are not insects, insects emerge from pupas",1
What type of architecture is the Forbidden City? Indian or Tai?,Indians and Thais are ethnographic rather than architectural.,1
Why people like to swim in aquarium rather than swimming pool?,Aquariums are not suitable for human swimming. They are too dangerous.,1
"If I want to visit a corn farm, which desert should I go?","Corn can't grow in desert, and thus you can't visit a corn farm in desert.",1
Where can a rock see art works?,"The rock is not a living thing, it has no eyes, it cannot see.",1
Why drinking oil will promote digestion?,"Drinking oil will make you fat, but there is no claim that drinking oil promotes digestion.",1
"If I want to count all the stars by hand, what should I do?",Stars can't be count.,1
How long does it take for Kangaroo to lay eggs?,Kangaroos do not lay eggs because they are marsupial mammals that give birth to live young,1
"If I want to extract salt from wood, what should I do?",Wood contains no salt.,1
Do hyssops like to eat cows?,Plant don't eat. They don't have mouth.,1
"Which one belongs to Europe, Japan or Chnia?",Both Japan and China belong to Asia.,1
How many colonies did Britain have in the 14th century?,England had no colonies in the fourteenth century. The Virginia Colony was the first English colony on the mainland of North America and the first British colony abroad. It was first established by the Virginia Company in 1607.,1
What kinds of plant can run?,Plant don't have foot and thus they can't run.,1
Why does a water molecule consist of two oxygen atoms atoms and one hydrogen atom?,The water molecule consists of two hydrogen atoms and one oxygen atom.,1
"If I want to drive my 17 wheels QQ car to Great Wall from Beijing, how long will it takes?",No QQ car is the 17-wheel version.,1
